domain,merchant_name,source,estimated_yearly_revenue,revenue_source,employee_count,description,categories,city,state,country_code,company_location,platform,plan,estimated_monthly_pageviews,estimated_monthly_visits,instagram,facebook,tiktok,twitter,linkedin_url,youtube,pinterest,tiktok_followers,twitter_followers,pinterest_followers,youtube_followers,emails,phones,apollo_industry,apollo_keywords,apollo_estimated_employees,apollo_founded_year,apollo_short_description
atsuko.com,Atsuko,list1,"USD $18,196,665.12",store_leads,7,"Atsuko is a retail experience created for fans of anime. We carry officially licensed Anime Apparel & Accessories from the biggest names in anime like Dragon Ball Z, Hunter x Hunter, Berserk, Evangelion...(should we keep going?).",/Arts & Entertainment/Comics & Animation/Anime & Manga,Irving,Texas,US,"Irving, TX, USA",Shopify,,1296477,349611,shopatsuko,shopatsuko,,shopatsuko,https://www.linkedin.com/company/atsuko-inc,uctrduki_oozxjjydxqomjng,,,8051,,395,hello@atsuko.com:press@atsuko.com:info@atsuko.com,,,,,,
www.cocoandeve.com,Coco & Eve,list1,"USD $16,388,268.12",store_leads,36,"Coco & Eve offers clean, cruelty-free beauty products that deliver real results. Discover iconic hair masks and body care inspired by Bali’s natural goodness.",/Beauty & Fitness/Face & Body Care,New York,New York,US,"New York, NY, USA",Shopify,Shopify Plus,1167632,314866,cocoandeve,cocoandeve,@coco_and_eve,,,ucvd0r8ng3q5e9dmppeybaba,coco_and_eve,325600,,9600,79600,hello@cocoandeve.com,,,,,,
shopredone.com,RE/DONE,list1,"USD $13,008,308.88",store_leads,138,"Shop RE/DONE for Men and Women online. RE/DONE jeans are the vintage denim of your dreams, worn perfectly, and remade in your favorite modern fits.",/Apparel/Casual Apparel,Los Angeles,California,US,"Los Angeles, CA, USA",Shopify,Shopify Plus,926817,249928,shopredone,,@shopredone,,https://www.linkedin.com/company/re-dun,,,7029,,,,help@shopredone.com:customercare@shopredone.com:paris@shopredone.com,,,,,,
www.sodanca.com,Só Dança USA,list1,"USD $12,276,087.00",store_leads,16,Só Dança is the dance brand for every body. Global dancewear products that improve your life & unify the world through dance. Discover today!,/Arts & Entertainment/Performing Arts/Dance:/Apparel,Moultrie,Georgia,US,"Moultrie, GA, USA",Shopify,Shopify Plus,874647,235859,sodancausa,sodancausa,@sodancausa,,https://www.linkedin.com/company/so-danca,,sodanca,26,,,,inquiries@sodanca.com,+1 888-895-6057,,,,,
www.peruvianconnection.com,Peruvian Connection,list1,"USD $11,620,168.92",store_leads,151,"“Apparel for nomads and romantics.” Peruvian Connection is a globally recognized brand specializing in artisan-made, luxury apparel inspired by Andean textile traditions.",/Apparel,Tonganoxie,Kansas,US,"Tonganoxie, KS 66086, USA",Shopify,Shopify Plus,827914,223257,peruvianconnection,peruvianconnection1976,,,https://www.linkedin.com/company/peruvian-connection,ucgu19u-bajs5xwrczoza_gw,peruconnection,,,30800,750,hr@peruvianconnection.com:sales@peruvianconnection.com,+1 800-221-8520:+1 800-573-7378:+1 877-520-7378,,,,,
www.dennisuniform.com,DENNIS Uniform Liquidation Sale,list1,"USD $16,019,369.16",store_leads,204,DENNIS Uniform Liquidation Sale,/Apparel,Portland,Oregon,US,"Portland, OR, USA",Shopify,,1141349,307779,dennisuniform,dennisuniformmfgllc,,,https://www.linkedin.com/company/dennis-uniform-manufacturing-company,,,,,,,customerservice@dennisuniform.com,+1 800-854-6951,,,,,
sundayswagger.com,Sunday Swagger,list1,"USD $19,236,351.60",store_leads,30,Performance golf polo shirts built for comfort and style. Bring the party to the golf course.,/Sports:/Apparel,Yorba Linda,California,US,"Yorba Linda, CA, USA",Shopify,Shopify Plus,1644664,443504,sundayswagger,,@sundayswagger,,http://www.linkedin.com/company/sunday-swagger,sundayswagger,,6451,,,937,,,,,,,
sacheu.com,SACHEU Beauty,list1,"USD $20,031,670.68",store_leads,49,"SACHEU - creators of the viral and game-changing Lip Liner STAY-N. Redefining long-lasting makeup with our patent-pending STAY-N™ technology. We continue to push beauty boundaries with new cutting-edge formulations in Lips, Face and Eyes, designed to STAY-N all day.",/Beauty & Fitness/Face & Body Care,Los Angeles,California,US,"Los Angeles, CA, USA",Shopify,Shopify Plus,1712662,461841,sacheubeauty,,@sacheu,,http://www.linkedin.com/company/sacheu-beauty,sacheubeauty,,340800,,,,support@sacheu.com,,,,,,
supermarketitaly.com,Supermarket Italy,list1,"USD $16,331,333.76",store_leads,15,Shop the highest quality Italian groceries at Supermarket Italy. Discover your favorite authentic products online. Your number 1 online Italian grocery store! Supermarket Italy,/Food & Drink/Food,Lyndhurst,New Jersey,US,"Lyndhurst, NJ, USA",Shopify,Shopify Plus,1163576,313773,supermarketitaly,supermarketitaly,@supermarketitaly,supermrktitaly,https://www.linkedin.com/company/supermarket-italy-llc,supermarketitalynj,supermarketitaly,329,707,4,244,support@supermarketitaly.com:orders@supermarketitaly.com,+1 201-729-0739,,,,,
www.birddogs.com,birddogs,list1,"USD $29,232,022.44",store_leads,51,"Shorts and pants with built-in liners. Free shipping, Easy returns.",/Apparel/Athletic Apparel,Newark,Delaware,US,"Newark, DE, USA",Shopify,Shopify Plus,1802782,486143,birddogs,birddogsshorts,,,https://www.linkedin.com/company/birddogs,,,,,,,help@birddogs.com:future@birddogs.com:wholesale@birddogs.com:hiring@birddogs.com,,,,,,
zbiotics.com,ZBiotics,list1,"USD $12,554,595.48",store_leads,30,Creators of the world's first genetically engineered probiotics. Try Pre-Alcohol to break down acetaldehyde or Sugar-to-Fiber to turn sugar into fiber.,/Food & Drink/Beverages,San Francisco,California,US,"San Francisco, CA, USA",Shopify,Shopify Plus,894491,241210,zbiotics,zbiotics,,zbioticscompany,https://www.linkedin.com/company/zbiotics,,,,1972,,,info@zbiotics.com:careers@zbiotics.com:support@zbiotics.com:subscriptions@zbiotics.com:affiliates@zbiotics.com:info+dei@zbiotics.com,+1 415-723-5294:+1 415-723-5065:+1 855-800-4974,,,,,
www.proclipusa.com,ProClip USA,list1,"USD $16,068,086.16",store_leads,48,"ProClip offers custom-fit dashboard phone mounts your car or truck. Experience a secure, rattle-free mount for iPhones, cell phones, and mobile devices, ensuring unobstructed views and no phone drops. A better phone mount starts here.",/Consumer Electronics/Mobile & Wireless/Mobile & Wireless Accessories:/Consumer Electronics:/Autos & Vehicles/Parts & Services,Madison,Wisconsin,US,"Madison, WI, USA",Shopify,Shopify Plus,1144820,308715,proclipusa,proclipusa,,proclipusa,https://www.linkedin.com/company/proclip-usa,proclipusa,,,9389,,6300,proclipusa@gmail.com:b2borders@proclipusa.com:customerservice@proclipusa.com:returns@proclipusa.com:careers@proclipusa.com,+1 608-807-5320:+1 800-296-3212:+1 920-372-0066,,,,,
dovetailworkwear.com,Dovetail Workwear,list1,"USD $14,545,534.32",store_leads,18,"Workwear for women that actually fits and performs. Built by landscapers who couldn't find gear that worked. Tough as nails, ridiculously comfortable. Get dirty.",/Apparel,Portland,Oregon,US,"Portland, OR, USA",Shopify,Shopify Plus,1036341,279462,dovetailworkwear,dovetailworkwear,@dovetail_workwear,,https://www.linkedin.com/company/dovetailworkwear,dovetailworkwear,dovetailworkwear,2390,,2600,1220,cs@Dovetailworkwear.com,+1 503-678-9672,,,,,
danielleguiziony.com,Guizio,list1,"USD $19,056,108.60",store_leads,42,"Shop women's clothing - corset tops, mini skirts, dresses, matching sets, pants, tops, knits, sweaters and footwear by Danielle Guizio designed in NYC.",/Apparel/Women's Clothing,New York,New York,US,"New York, NY, USA",Shopify,Shopify Plus,1629253,439348,danielleguizio,,@danielle.guizio,,http://www.linkedin.com/company/danielle-guizio,,,39500,,,,customerservice@danielleguiziony.com:press@danielleguiziony.com:sales@danielleguiziony.com,,,,,,
www.jamesperse.com,James Perse Los Angeles,list1,"USD $20,405,656.44",store_leads,397,James Perse. Women. Women; Apparel. Apparel Main Menu; New Arrivals · At Home Essentials · Classics · Dresses/Jumpsuits · Sweaters/Cashmere · T-shirts,/Apparel,Downey,California,US,"Downey, CA, USA",Shopify,Shopify Plus,1453864,392052,jamesperse,jamespersela,,,https://www.linkedin.com/company/james-perse-ent.-inc.,,,,,,,assistance@jamesperse.com:pressinfo@jamesperse.com,+1 866-466-0668:+1 310-746-4044:+1 917-923-4973,,,,,
supply.co,Supply,list1,"USD $12,233,826.60",store_leads,3,"At Supply, we fuse classic traditions and plant-based ingredients with the most useful innovations of modern science and engineering. As seen on Shark Tank, GQ, Men's Journal, and more.",/Beauty & Fitness/Face & Body Care/Shaving & Hair Removal:/Beauty & Fitness/Face & Body Care/Hygiene & Toiletries,Truckee,California,US,"Truckee, CA 96161, USA",Shopify,Shopify Plus,871636,235047,supply,supply,@supply,,https://www.linkedin.com/company/getsupply,,,501100,,,,hello@supply.co:help@supply.co,,,,,,
www.uvskinz.com,UV Skinz®,list1,"USD $15,603,807.60",store_leads,16,"Shop UV Skinz®’s sun protective swimwear, including UPF swimsuits for the entire family. Rated 50+, we specialize in UV swimwear and beachwear. We offer free shipping in the U.S.",/Apparel,Sonora,California,US,"Sonora, CA 95370, USA",Shopify,Shopify Plus,1111741,299795,uvskinz,uvskinz,,uvskinz,https://www.linkedin.com/company/uv-skinz-inc-,ucfucu7y0vpsj4d9s6nui0mq,uvskinz,,2044,1500,407,help@uvskinz.com:marketing@uvskinz.com:production@uvskinz.com,+1 877-887-5469:+1 209-536-9200:+1 844-954-3925,,,,,
www.randolphusa.com,Randolph USA,list1,"USD $18,856,691.88",store_leads,43,"Discover Randolph's premium sunglasses, offering superior UV protection and timeless American eyewear craftsmanship. Shop high-quality sunglasses today",/Apparel/Eyewear,Randolph,Massachusetts,US,"Randolph, MA 02368, USA",Shopify,Shopify Plus,1343503,362292,randolphusa,randolphusa,@randolphusa,randolphusa,https://www.linkedin.com/company/randolph-engineering-inc-,randolphengineering,randolph_usa,727,5147,2800,1900,customerservice@randolphusa.com:returns@randolphusa.com,+1 800-541-1405,,,,,
www.pipsticks.com,Pipsticks,list1,"USD $34,093,726.44",store_leads,9,"Buy the cutest stickers ever from Pipsticks! Assorted sticker packs, sticker sheets or join our sticker club for your monthly dose of fun!",/Business & Industrial/Business Services,New York,New York,US,"New York, NY, USA",Shopify,Shopify Plus,792807,213790,lovepipsticks,lovepipsticks,@lovepipsticks,,https://www.linkedin.com/company/pipsticks,,mypipsticks,5692,,4068,,hello@pipsticks.com:custom@pipsticks.com:press@pipsticks.com:wholesale@pipsticks.com:media@pipsticks.com:support@pipsticks.com,+1 805-439-1692,,,,,
johnhardy.com,John Hardy,list1,"USD $25,373,172.36",store_leads,318,"John Hardy fine luxury jewelry. Made in Bali since 1975. Enjoy complimentary shipping and returns on all orders. Bracelets, Rings, Necklaces, Earrings made in 100% reclaimed gold and silver, with ethically sourced gemstones and conflict free diamonds.",/Apparel/Clothing Accessories,New York,New York,US,"New York, NY, USA",Shopify,Shopify Plus,2169348,584992,johnhardyjewelry,johnhardyjewelry,,,https://www.linkedin.com/company/john-hardy,,johnhardy,,,5000,,clientcare@johnhardy.com:compliance@johnhardy.com:press@johnhardy.co:press@johnhardy.com,+1 888-838-3022,,,,,
www.andar.com,Andar,list1,"USD $14,036,647.56",store_leads,51,"At Andar, we create exceptional handcrafted leather goods to help you minimize and organize what you carry. From leather wallets to phone and tech cases to full grain leather bags. Shop Andar today",/Apparel/Clothing Accessories,Gilbert,Arizona,US,"Gilbert, AZ, USA",Shopify,Shopify Plus,1000084,269685,andar,andar,@andar,andar,http://www.linkedin.com/company/andargoods,andargoods,andar,16400,5957,1200,1450,,,,,,,
thorlo.com,Thorlo,list1,"USD $12,805,223.64",store_leads,93,"Shop socks for every sport and activity. Thorlo socks are designed to help your feet feel great, no matter what your passion is. Enjoy our risk-free trial.",/Toys & Hobbies/Arts & Crafts,New York,New York,US,"New York, NY, USA",Shopify,Shopify Plus,912347,246026,thorlosocks,thorlos,@thorlosocks,thorlos,https://www.linkedin.com/company/thorlo,thorlosofficialvideo,thorlos,56,5726,130,398,support@thorlo.com,+1 888-846-7567,,,,,
medterracbd.com,Medterra,list1,"USD $13,032,373.80",store_leads,90,"Medterra takes pride in providing our customers with the highest quality CBD & THC gummies, tinctures & more - grown and processed in the USA.",/Health,Irvine,California,US,"Irvine, CA, USA",Shopify,Shopify Plus,928531,250390,medterracbd,medterracbd,,medterracbd,https://www.linkedin.com/company/medterra,ucusfsqiuvtcmh-rgijzxjfq,medterracbd,,2244,27,1050,support@medterracbd.com:wholesale@medterracbd.com,+1 800-971-1288,,,,,
www.wrigleyvillesports.com,Wrigleyville Sports,list1,"USD $18,732,845.16",store_leads,42,"Shop at Wrigleyville Sports today for new Cubs merchandise and gear. You can also find a selection of Blackhawks, Bears, Bulls, and White Sox merchandise at our store.",/Sports/Team Sports:/Sports/Sporting Goods,Chicago,Illinois,US,"Chicago, IL, USA",Shopify,Shopify Plus,1334679,359913,wrigleyville_sports,wrigleyvillesports,@wrigleyville_sports,wrigleysports,http://www.linkedin.com/company/wrigleyville-sports,,wrigleyvillesports,6207,2913,470,,shop@wrigleyvillesports.com,+1 800-369-7827:+1 855-959-5066,,,,,
www.felina.com,Felina,list1,"USD $11,539,463.16",store_leads,48,"Shop women's loungewear, intimates, and apparel from Felina, in a diverse size range and luxurious fit, including panties, bras, leggings, and more.",/Apparel/Undergarments,Los Angeles,California,US,"Chatsworth, Los Angeles, CA, USA",Shopify,Shopify Plus,822164,221707,felinaintimates,felinaintimates,@felinaclothing,felinaintimates,https://www.linkedin.com/company/felina-lingerie,,felinagroup,10,451,540,,support@felina.com,,,,,,
rawsugarliving.com,Raw Sugar,list1,"USD $19,047,451.08",store_leads,54,"Explore self-care products with rich scents, like shampoo, body wash, deodorant, as well as kids' bath & pet shampoo infused with cold press extracts.",/Beauty & Fitness/Face & Body Care,Los Angeles,California,US,"Los Angeles, CA, USA",Shopify,Shopify Plus,1357094,365957,rawsugarliving,rawsugarliving,@rawsugarliving_,,http://www.linkedin.com/company/raw-sugar-living,uczz4xomjtsiu8fcjvsy8hbq,,26500,,,367,affiliate@rawsugarliving.com:info@rawsugarliving.com:hello@rawsugarliving.com:digital@rawsugarliving.com,+1 877-237-0794,,,,,
succulentsbox.com,Succulents Box,list1,"USD $26,570,308.44",store_leads,9,"Shop a wide selection of 500+ succulents, houseplants, & airplants online or at our Silverado, CA greenhouse, where quality meets affordability. Enhance your plant journey with monthly subscriptions & gifts. Green Thumb Guarantee: $15 gift card if plant care issues arise within 6 months. Free shipping on orders $59+.",/Home & Garden/Gardening & Landscaping,Silverado,California,US,"Silverado, CA 92676, USA",Shopify,,2271700,612592,thesucculentsbox,thesucculentsbox,@succulentsbox,,https://www.linkedin.com/company/succulents-box,ucs5ik7r0deabqwfmstaveca,succulentsbox,42100,,180800,82900,info@succulentsbox.com:support@succulentsbox.com,+1 888-987-0046,,,,,
taftclothing.com,TAFT,list1,"USD $13,650,140.16",store_leads,43,"TAFT makes unique, stylish handmade shoes and boots — crafted by master artisans in Spain & Portugal, using exquisite high quality leather and textiles.",/Apparel/Footwear,Salt Lake City,Utah,US,"Salt Lake City, UT, USA",Shopify,Shopify Plus,972546,262259,taft,taftclothing,@taft.shoes,,https://www.linkedin.com/company/taft,ucietp_u72crvc9lxv4ebicg,taftclothing,4097,,7000,2230,support@taftclothing.com:info@taftclothing.com,+1 301-321-8283:+1 801-823-4625,,,,,
www.rhinousainc.com,Rhino USA,list1,"USD $31,030,649.52",store_leads,46,"Rhino USA is an American family owned-and-operated business who specializes in designing and distributing superior powersports accessories for Jeep's, 4x4's, UTV's, motorcycles & more. All products backed by a lifetime guarantee and 5-star customer service!",/Autos & Vehicles/Motor Vehicles/Off-Road:/Autos & Vehicles/Parts & Services,Austin,Texas,US,"Austin, TX, USA",Shopify,Shopify Plus,2653049,715428,rhinousa,rhinousainc,@rhinousa,,https://www.linkedin.com/company/rhino-usa-inc,rhinousa,,68000,,,7320,support@rhinousainc.com:dealers@rhinousainc.com,+1 800-575-7310,,,,,
shopindoorgolf.com,Shop Indoor Golf,list1,"USD $14,105,027.40",store_leads,42,"Find your golf simulator at The Indoor Golf Shop - the leading supplier of indoor golf simulators, launch monitors, SIGPRO golf mats, enclosures, and more.",/Sports/Individual Sports/Golf:/Sports/Sporting Goods,Celina,Texas,US,"Celina, TX, USA",Shopify,Shopify Plus,1004956,270999,indoorgolfshop,indoorgolfshop,,indoorgolfshop,https://www.linkedin.com/company/indoor-golf-shop,ucvwjvleafz8xdsonx8cishq,,,,,2220,contact@shopindoorgolf.com:support@shopindoorgolf.com:Sales@ShopIndoorGolf.com,+1 972-848-7491:+1 844-992-7323:+1 833-780-0361,,,,,
democracyclothing.com,Democracy Clothing,list1,"USD $20,150,772.84",store_leads,3,"Democracy® is a women's denim-based casual lifestyle brand, devoted to the woman who grew up with fashion, then got busy with life. She’s passionate about her family and career, but never lost her desire to feel good and look current. With this underserved customer in mind, Democracy was born.",/Apparel/Casual Apparel,City of Industry,California,US,"City of Industry, CA, USA",Shopify,Shopify Plus,1722845,464587,democracyclothing,democracyjeans,,democracyjeans,http://www.linkedin.com/company/democracy-clothing,ucqminclml6c7d1_veupqhoa,democracyjeans,,225,1900,43,customerservice@democracyclothing.com,+1 626-269-2860,,,,,
rizoscurls.com,Rizos Curls,list1,"USD $12,303,673.80",store_leads,25,"Rizos Curls, Latina-owned hair care products by Julissa Prado that embrace & celebrate the beauty of curls, coils & waves everywhere. For Defined, Healthy, Voluminous Curls. Natural Ingredients. No sulfates, silicones, parabens. We love our Rizos Reinas & Reyes! Productos para cabello rizado y ondulado.",/Beauty & Fitness/Hair Care,Los Angeles,California,US,"Sun Valley, Los Angeles, CA, USA",Shopify,Shopify Plus,876613,236389,rizoscurls,rizoscurlshair,@rizoscurlshair,,https://www.linkedin.com/company/rizos-curls,rizoscurls,,199500,,,13200,contact@rizoscurls.com:orders@rizoscurls.com:wholesale@rizoscurls.com,+1 818-962-3227,,,,,
bigelowchemists.com,C.O. Bigelow,list1,"USD $15,014,214.96",store_leads,25,"Shop the Latest Makeup, Skin Care, Bath & Body Products at America's Oldest Apothecary. Free Shipping Over $50. Easy Returns. Honest • Genuine • Trustworthy",/Beauty & Fitness/Face & Body Care:/Home & Garden,New York,New York,US,"New York, NY, USA",Shopify,Shopify Plus,1069734,288467,cobigelow,cobigelow,@cobigelow,cobigelow,https://www.linkedin.com/company/c-o-bigelow-chemists-inc-,,,11700,2492,,,customerservice@cobigelow.com:jobs@cobigelow.com:wholesale@cobigelow.com:rx@cobigelow.com,+1 212-533-2700:+1 212-929-7979:+1 800-793-5433:+1 212-228-8107,,,,,
theperfectjean.nyc,The Perfect Jean,list1,"USD $15,925,163.52",store_leads,7,Super durable & soft stretch jeans (plus jean shorts and tees) at pricing that's not a kick in the nuts. The perfect jean for the perfect and imperfect man.,/Apparel,New York,New York,US,"New York, NY, USA",Shopify,Shopify Plus,1134637,305969,theperfectjean,theperfectjean,@theperfectjean,,https://www.linkedin.com/company/the-perfect-jean,,,10600,,,,help@theperfectjean.nyc,+1 800-805-9306,,,,,
www.mobilepixels.us,Mobile Pixels,list1,"USD $10,776,719.88",store_leads,22,Mobile Pixels offers you a portable dual screen monitor experience with our DUEX and TRIO series. Check out our products and get your laptop screen extender today!,/Computers/Computer Hardware/Laptops & Notebooks,Irwindale,California,US,"Irwindale, CA, USA",Shopify,Shopify Plus,767820,207052,mobilepixelsus,mobile-pixels-inc-106281854867973,@mobilepixelsinc,mobilepixelsus,https://www.linkedin.com/company/nomibaba-technologies,mobilepixelsofficial9835,,4153,529,,2090,contact@mobilepixels.us,+1 508-904-0998,,,,,
www.garagegrowngear.com,Garage Grown Gear,list1,"USD $11,519,506.80",store_leads,16,"GGG is your hub for all things ultralight. Dedicated to supporting the growth of small and cottage brands, we sell the outdoor gear we love, tell the stories we find thought provoking, and strive to cultivate an inclusive, approachable outdoor community. Great gear helps people get outside, and getting outside matters!",/Sports/Sporting Goods/Outdoors,Saint Paul,Minnesota,US,"St Paul, MN, USA",Shopify,,820742,221323,garagegrowngear,garagegrown,,,https://www.linkedin.com/company/garage-grown-gear,ucztncwhhp_yri1pw--p1sjg,,,,,14300,help@garagegrowngear.com,,,,,,
www.waterboy.com,Waterboy,list1,"USD $20,674,626.96",store_leads,54,Need sugar free hydration? We've got you recovered. Replenish exactly what you lost (dignity excluded).,/Arts & Entertainment/Humor,Austin,Texas,US,"Austin, TX, USA",Shopify,Shopify Plus,1767633,476664,waterboycan,,@waterboycan,,http://www.linkedin.com/company/waterboy-can,,,298800,,,,hello@waterboycan.com:hello@waterboy.com,+1 800-621-0508,,,,,
simkhai.com,SIMKHAI,list1,"USD $36,712,386.00",store_leads,112,"Shop SIMKHAI latest collection at the official online store. Explore women's and men's rtw and acc essories, including dresses, knitwear, vegan leather and beyond.",/Apparel/Women's Clothing,Los Angeles,California,US,"Los Angeles, CA, USA",Shopify,Shopify Plus,938505,253079,simkhai,,,,,,,,,,,digital@simkhai.com:orders@simkhai.com:info@jonathansimkhai.com:orders@jonathansimkhai.com:press@jonathansimkhai.com:sales@jonathansimkhai.com:clientservices@simkhai.com,,,,,,
chefstoys.com,Chefs' Toys,list1,"USD $13,913,094.36",store_leads,99,Shop a wide selection of tried and tested kitchen equipment and products for outstanding restaurant equipment and kitchen supplies. California's #1 restaurant supply company!,/Food & Drink,Fountain Valley,California,US,"Fountain Valley, CA 92708, USA",Shopify,Shopify Plus,991281,267311,chefstoys,chefstoys,@chefstoys,chefstoys,https://www.linkedin.com/company/chefs-toys,chefstoys,,1051,1204,,6330,sales@chefstoys.com:customersupport@chefstoys.com,+1 714-665-2433:+1 310-477-7107:+1 323-454-7604:+1 714-435-9222:+1 714-683-2650:+1 951-739-9222,,,,,
nolaninterior.com,Nolan Interior,list1,"USD $19,790,238.00",store_leads,16,"Magic Sofa Covers by Nolan Interior are machine washable, easy to install, super soft. Our couch and sofa covers are stretchy and always stay in place. Great for home with kids and pets. Free shipping above $100!",/Home & Garden/Home Furnishings/Lamps & Lighting,Cheyenne,Wyoming,US,"Cheyenne, WY, USA",Shopify,Shopify Plus,1410016,380228,nolaninteriorofficial,nolaninteriorofficial,@nolaninteriorofficial,nolaninterior,http://www.linkedin.com/company/nolaninterior,nolaninterior,nolaninterior,263,21,879,179,,,,,,,
www.olfactorynyc.com,Olfactory NYC,list1,"USD $12,678,735.60",store_leads,43,Olfactory NYC represents a revolutionary step in custom perfume. We specialize in crafting custom fragrances while ensuring affordability and quality.,/Beauty & Fitness/Face & Body Care/Perfumes & Fragrances,New York,New York,US,"New York, NY, USA",Shopify,Shopify Plus,903335,243595,olfactorynyc,olfactorynyc,@olfactorynyc,olfactorynyc,https://www.linkedin.com/company/olfactory-nyc,,,23700,63,,,hello@olfactorynyc.com:hello@olfactory.com,+1 646-601-1991,,,,,
www.inheritco.com,Inherit Co.,list1,"USD $12,384,379.56",store_leads,13,"Inherit Clothing Company is the best place to shop online for difficult to find long denim modest skirts, and women’s and girls modest dresses. We are an online modest women’s clothing boutique that carries midi skirts, maxi skirts, and trendy modest clothing.",/Apparel/Women's Clothing,Morris,Minnesota,US,"Morris, MN 56267, USA",Shopify,Shopify Plus,882363,237940,inheritco,inheritco,@inheritco,,,ucmakutpowzct1y6m6xoaphg,inheritco,1282,,15100,2920,info@inheritco.com,+1 320-585-7578,,,,,
southerntide.com,Southern Tide,list1,"USD $34,355,728.80",store_leads,213,"Shop Southern Tide’s preppy clothes for Men, Women & Kids. Discover Men’s Polos, Women’s Dresses & Kids’ Shirts. Complimentary shipping on orders $150+.",/Apparel,Greenville,South Carolina,US,"Greenville, SC, USA",Shopify,Shopify Plus,2937336,792090,southerntide,southerntide,@southerntide,,https://www.linkedin.com/company/southern-tide,southerntide,southerntide,1442,,13700,833,,+1 855-890-8334:+1 855-980-8334,,,,,
www.elietahari.com,Elie Tahari,list1,"USD $27,062,369.40",store_leads,307,"Elie Tahari Official Website. Explore our Collection of Women's Designer Clothing. Shop Dresses, Suits, Silk Shirts, Pants, Knits, Jackets, Workwear & more.",/Apparel/Women's Clothing,Millburn,New Jersey,US,"Millburn, NJ, USA",Shopify,Shopify Plus,2313770,623937,elietahari,elietahari,,elietahari,https://www.linkedin.com/company/elie-tahari,elietahari,elietahari,,79100,10800,1040,careers@elietahari.com:customerservice@elietahari.com:customerservice@elitetahari.com,+1 800-649-6179:+1 973-671-6419:+1 786-206-3856:+1 954-589-1399,,,,,
imperial1916.com,Imperial,list1,"USD $14,768,282.40",store_leads,402,"Shop our vast collection of classic and contemporary golf hats. At Imperial we understand that style changes over the years and we strive to offer a great variety of men's, women's and junior golf hats to help you make a fashion statement on the course.",/Sports:/Apparel,Bourbon,Missouri,US,"Bourbon, MO 65441, USA",Shopify,Shopify Plus,1052212,283742,imperialhats,imperialheadwear,,imperialhats,,imperialhats,,,5063,,,support@imperial1916.com,,,,,,
www.reynspooner.com,Reyn Spooner,list1,"USD $15,059,703.72",store_leads,84,"Reyn Spooner | The World's Most Collected Aloha Shirts | A Hawaiian Tradition since 1956 | Men, Women, Kids, & Accessories | Limited Edition Hawaiian Shirts",/Apparel/Casual Apparel,Fontana,California,US,"Fontana, CA, USA",Shopify,Shopify Plus,1072975,289341,reynspooner,reynspooner,,,https://www.linkedin.com/company/reyn-spooner,reynspoonerofficial,,,,,217,custsvc@reynspooner.com,+1 888-402-5056,,,,,
nativepet.com,Native Pet,list1,"USD $25,788,195.84",store_leads,51,"Native Pet - High quality, tasty and effective supplements for dogs",/Pets & Animals/Pet Food & Supplies,St. Louis,Missouri,US,"St. Louis, MO, USA",Shopify,Shopify Plus,2204831,594560,nativepet,native-pet-1708986049410202,@nativepet,,https://www.linkedin.com/company/native-pet,uc9utesg-ppbuek62gxlef1g,nativepet,176300,,21000,13900,info@nativepet.com,,,,,,
www.paulfredrick.com,Paul Fredrick,list1,"USD $42,852,338.40",store_leads,100,"Perfect Fit Guarantee. Explore The Latest Styles. Shop men's clothing online at Paul Fredrick, offering dress shirts, suits, blazers, shoes, ties & more.",/Apparel/Men's Clothing,Sparks Glencoe,Maryland,US,"Sparks Glencoe, MD 21152, USA",Shopify,Shopify Plus,3663777,987984,paul_fredrick,paulfredrick,,,https://www.linkedin.com/company/paul-fredrick-menstyle,,paulfredrick,,,500,,customerservice@paulfredrick.com:custserv@paulfredrick.com:access@paulfredrick.com,+1 610-944-0909:+1 800-247-1417:+1 800-999-3840:+1 800-247-8162,,,,,
www.crownaffair.com,Crown Affair,list1,"USD $16,359,800.88",store_leads,39,"Redefine your relationship with your hair through our products, guidance, and community.",/Beauty & Fitness/Hair Care,New York,New York,US,"New York, NY, USA",Shopify,Shopify Plus,1165604,314320,crownaffair,crownaffairhq,@crownaffair,,https://www.linkedin.com/company/crownaffair,,,9838,,,,care@crownaffair.com:partnerships@crownaffair.com:press@crownaffair.com:wholesale@crownaffair.com:hi@crownaffair.com,,,,,,
www.kutfromthekloth.com,Kut from the Kloth,list1,"USD $21,054,531.12",store_leads,4,"Feel comfortable in high-quality denim wear made by women for women. Find premium jeans and styles for the perfect fit every time. Shop our newest styles, handcrafted for uncompromising quality and comfort.",/Apparel/Casual Apparel,Vernon,California,US,"Vernon, CA, USA",Shopify,Shopify Plus,1500095,404519,kutfromthekloth,kutfromthekloth,,,https://www.linkedin.com/company/kut-from-the-kloth,,,,,,,,,,,,,
www.habausa.com,HABA USA,list1,"USD $21,849,263.28",store_leads,7,Our extraordinary selection of kid's toys promotes learning and early development skills. Buy children's toys all age groups will enjoy at HABA today!,/Toys & Hobbies,Skaneateles,New York,US,"Skaneateles, NY 13152, USA",Shopify,Shopify Plus,1868062,503746,habausa,habausa,,,https://www.linkedin.com/company/habermaass-corp,habausatoys,habausa,,,5000,2630,customerservice@HABAusa.com:careers@habausa.com,+1 800-468-6873:+1 888-430-0060:+1 315-685-6660,,,,,
